NU_INSCRICAO,NU_ANO,CO_MUNICIPIO_RESIDENCIA,NO_MUNICIPIO_RESIDENCIA,CO_UF_RESIDENCIA,SG_UF_RESIDENCIA,NU_IDADE,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,CO_MUNICIPIO_NASCIMENTO,NO_MUNICIPIO_NASCIMENTO,CO_UF_NASCIMENTO,SG_UF_NASCIMENTO,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,CO_ESCOLA,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,IN_BAIXA_VISAO,IN_CEGUEIRA,IN_SURDEZ,IN_DEFICIENCIA_AUDITIVA,IN_SURDO_CEGUEIRA,IN_DEFICIENCIA_FISICA,IN_DEFICIENCIA_MENTAL,IN_DEFICIT_ATENCAO,IN_DISLEXIA,IN_DISCALCULIA,IN_AUTISMO,IN_VISAO_MONOCULAR,IN_OUTRA_DEF,IN_GESTANTE,IN_LACTANTE,IN_IDOSO,IN_ESTUDA_CLASSE_HOSPITALAR,IN_SEM_RECURSO,IN_BRAILLE,IN_AMPLIADA_24,IN_AMPLIADA_18,IN_LEDOR,IN_ACESSO,IN_TRANSCRICAO,IN_LIBRAS,IN_LEITURA_LABIAL,IN_MESA_CADEIRA_RODAS,IN_MESA_CADEIRA_SEPARADA,IN_APOIO_PERNA,IN_GUIA_INTERPRETE,IN_COMPUTADOR,IN_CADEIRA_ESPECIAL,IN_CADEIRA_CANHOTO,IN_CADEIRA_ACOLCHOADA,IN_PROVA_DEITADO,IN_MOBILIARIO_OBESO,IN_LAMINA_OVERLAY,IN_PROTETOR_AURICULAR,IN_MEDIDOR_GLICOSE,IN_MAQUINA_BRAILE,IN_SOROBAN,IN_MARCA_PASSO,IN_SONDA,IN_MEDICAMENTOS,IN_SALA_INDIVIDUAL,IN_SALA_ESPECIAL,IN_SALA_ACOMPANHANTE,IN_MOBILIARIO_ESPECIFICO,IN_MATERIAL_ESPECIFICO,IN_NOME_SOCIAL,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TX_RESPOSTAS_CN,TX_RESPOSTAS_CH,TX_RESPOSTAS_LC,TX_RESPOSTAS_MT,TP_LINGUA,TX_GABARITO_CN,TX_GABARITO_CH,TX_GABARITO_LC,TX_GABARITO_MT,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025,Q026,Q027
180007821473,2018,3304557,Rio de Janeiro,33,RJ,21.0,F,0.0,1,1,3304557.0,Rio de Janeiro,33.0,RJ,1,2,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3304557,Rio de Janeiro,33,RJ,1.0,1.0,1.0,1.0,449.0,453.0,458.0,462.0,493.2,600.5,575.3,566.8,ABECBABCECECBBCACCDCDEECCBCBBDCDDBACCEBBCBACC,DCBDDBAEDACCBAACAEBEAEEAACCDBEDEADDCAEBAAACAE,BCDBB99999BBEEBAADECDBBDACACDCBDDDECBADCBCACECABAD,DEDAEDAAAADECCABADACCCACDACBCAEDAEBBACBBDCCAD,0,EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE,ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE,BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED,ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA,1.0,140.0,120.0,120.0,120.0,40.0,540.0,C,H,B,B,4,C,A,C,D,A,A,B,B,B,A,A,A,A,C,A,A,C,B,B,B,A,A
180012203625,2018,5208707,Goiânia,52,GO,17.0,F,0.0,3,1,5221700.0,Uruana,52.0,GO,2,0,2,1.0,0,52033538.0,5208707.0,Goiânia,52.0,GO,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5208707,Goiânia,52,GO,0.0,1.0,1.0,0.0,,451.0,455.0,,,452.2,344.6,,,CBBBBAAEBDBCBBBDCCBBDAACECCEBBBCCACAEDECABEBB,99999ABDCEDABBCDEAADEBBECEDAEEEBDEABAEABEBCDBBCBBE,,1,,CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE,BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA,,1.0,140.0,40.0,40.0,80.0,20.0,320.0,B,B,C,B,2,C,A,B,B,A,A,B,A,B,A,B,A,A,B,A,A,C,A,B,B,B,A
180011424516,2018,2919207,Lauro de Freitas,29,BA,20.0,M,0.0,2,1,2927408.0,Salvador,29.0,BA,1,3,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2919207,Lauro de Freitas,29,BA,1.0,1.0,1.0,1.0,448.0,453.0,458.0,460.0,632.8,661.4,651.4,713.4,DCADEDCBCBACDABCEBDDDAADBCBCACCADDDEBCAEBEDBE,ECCABDBEDDEDECAACECADCADCDCDADEEACECAEBADEEBE,BCDEB99999ABDCDEBEDCCBADBBACECBDCBCDBDADAAEDBCADAA,ADACAEBBCEADDECEEBBDEDCCCEBDBDADADBBCCCDDBCDE,0,BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA,ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE,BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED,ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD,1.0,120.0,200.0,180.0,140.0,100.0,740.0,E,E,D,D,4,P,A,E,E,C,A,C,B,C,A,B,A,A,D,A,B,E,A,D,B,A,D
180009615983,2018,5208707,Goiânia,52,GO,21.0,F,0.0,3,1,5208707.0,Goiânia,52.0,GO,1,4,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5208707,Goiânia,52,GO,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0,,,,,,,,,,,,D,D,D,B,7,D,A,C,E,A,A,C,B,B,A,A,A,A,C,A,A,C,B,A,B,A,A
180009633623,2018,3170701,Varginha,31,MG,17.0,F,0.0,1,1,3550308.0,São Paulo,35.0,SP,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3170701,Varginha,31,MG,1.0,1.0,1.0,1.0,447.0,454.0,457.0,459.0,632.9,633.9,597.7,717.6,CDDBBACADECECACDCCDEECAEDDBBCCAEBECBEBEEAABBA,CDECAEBBDAECBAEDAECBBEEDEEADCDCAECBECDCAAEBDC,CCBDB99999ACADEDBECBEEECDBDACACBECBA*BBBADABEBECEC,ABCDDCEBEDAAAEDECDDEECDADDDBCEABDDCEECCBCDEAC,0,BDDEDBCACEBCCACDCDDAECAADBDBCEEAEAABEBEBBACED,CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD,CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED,ACEADCEBBDADAAEBBDDEDABADBEXCCCDBCAEEACBCDDAB,1.0,160.0,180.0,160.0,180.0,160.0,840.0,E,C,B,D,4,E,A,C,D,C,A,B,B,B,B,B,B,B,C,A,B,E,A,D,B,C,D
180013091479,2018,3511102,Catanduva,35,SP,17.0,M,0.0,1,1,3511102.0,Catanduva,35.0,SP,2,0,4,1.0,0,35808076.0,3511102.0,Catanduva,35.0,SP,4.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3511102,Catanduva,35,SP,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0,,,,,,,,,,,,G,F,E,D,5,P,B,E,D,D,B,B,A,B,A,B,A,B,E,A,B,E,B,C,B,B,D
180009381152,2018,4316808,Santa Cruz do Sul,43,RS,19.0,F,0.0,1,1,4302451.0,Boqueirão do Leão,43.0,RS,1,2,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4316808,Santa Cruz do Sul,43,RS,1.0,1.0,1.0,1.0,448.0,454.0,457.0,460.0,643.8,670.1,614.0,607.2,DCBDECEBCCAAEDECAADCDEBDBACEBEECCDCEBABEBAEBE,CEDCAABBEAECEDEDAEDEEBEDBEEBCEACCAECCDADBEACA,99999BBDBBACADBCDCBDEAEAABAADDDDCDBCEBBBBDADAAEBCD,ADCCCDCBDDBCCDCEBCAEEDCACCEBBBCECDBCCCDECCCCC,1,BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA,CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD,CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED,ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD,1.0,180.0,200.0,200.0,180.0,180.0,940.0,B,B,D,D,2,J,B,C,D,B,A,B,B,B,A,B,A,B,B,A,B,C,A,B,B,A,B
180009393843,2018,4106902,Curitiba,41,PR,20.0,F,0.0,1,1,4106902.0,Curitiba,41.0,PR,1,1,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4106902,Curitiba,41,PR,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1,,,,,,,,,,,,B,B,C,C,4,C,A,B,C,A,A,B,B,B,A,B,A,A,B,A,A,C,B,A,B,A,A
180012090142,2018,3515103,Embu-Guaçu,35,SP,17.0,F,0.0,1,1,3550308.0,São Paulo,35.0,SP,2,0,4,1.0,0,35429168.0,3515103.0,Embu-Guaçu,35.0,SP,4.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3515103,Embu-Guaçu,35,SP,1.0,1.0,1.0,1.0,449.0,452.0,456.0,462.0,441.6,558.3,497.7,529.6,CDAEABCBEBCBBBDECCEDDCDACBCABECACEDDCABADECBB,CACDABEAACBBEDDEAEBACBADCDCCEABAAADDBECDCDEDB,DEBCD99999BBEABBCAECEBDABDCDEACCBBCEBDECADCEBDEACB,BDCBACECADDBECACADBADCBBBECEACEADBDAEEACDBEAD,0,EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE,AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC,BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB,ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA,1.0,120.0,120.0,100.0,140.0,60.0,540.0,F,F,D,D,4,E,A,D,D,B,A,B,B,B,A,B,A,B,C,A,B,E,A,B,B,B,D
180009442498,2018,1505536,Parauapebas,15,PA,17.0,F,0.0,3,1,1503093.0,Goianésia do Pará,15.0,PA,2,0,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1505536,Parauapebas,15,PA,1.0,1.0,1.0,1.0,448.0,452.0,456.0,460.0,619.7,645.7,572.7,669.4,BCACECECECACDDACCCDDDEDBAACDBCADDCDCDABDDEADB,BCAAAEDDEDDCBDEEAEEDBBCDBBEBDEBAABEDAEAEBBECB,99999CCBECDBDBDEBADCDBBADABBCCCBAAEBDDDBDCCACECDAC,DCBEACDBCDADDEDECEDBEDCBCDCABCDDBDBDCBCADDACA,1,BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA,AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC,BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB,ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD,1.0,160.0,140.0,120.0,180.0,140.0,740.0,C,E,D,F,6,C,A,C,D,A,B,B,B,A,A,A,A,A,B,A,A,E,A,A,B,B,A
180008398855,2018,3552502,Suzano,35,SP,38.0,F,1.0,1,1,3550308.0,São Paulo,35.0,SP,1,12,1,3.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3552502,Suzano,35,SP,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1,,,,,,,,,,,,B,A,A,F,3,D,A,B,C,B,A,B,A,B,A,A,A,B,B,A,A,C,A,A,B,A,A
180010116469,2018,3522505,Itapevi,35,SP,17.0,F,0.0,5,1,3522505.0,Itapevi,35.0,SP,2,0,2,1.0,0,35902044.0,3522505.0,Itapevi,35.0,SP,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3522505,Itapevi,35,SP,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0,,,,,,,,,,,,E,H,F,B,6,B,A,B,B,A,A,B,A,A,A,B,A,A,B,B,A,E,A,A,B,B,A
180010925570,2018,2211001,Teresina,22,PI,20.0,F,0.0,3,1,2211001.0,Teresina,22.0,PI,1,2,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2211001,Teresina,22,PI,0.0,1.0,1.0,0.0,,454.0,457.0,,,568.8,520.0,,,BADBADBDABCECAADDECBBCABEEEACDECBCDBAABEBDEAB,99999CBDCBEABDEAEAEBDBECDBDCBECDCCEBDCCCBEDCABCEAD,,1,,CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD,CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED,,1.0,140.0,100.0,120.0,120.0,40.0,520.0,D,C,C,C,5,C,A,B,C,A,A,B,A,A,A,B,A,A,B,A,A,C,A,A,A,A,A
180009392162,2018,3550308,São Paulo,35,SP,17.0,F,0.0,1,1,3550308.0,São Paulo,35.0,SP,2,0,2,1.0,0,35004224.0,3550308.0,São Paulo,35.0,SP,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3550308,São Paulo,35,SP,1.0,1.0,1.0,1.0,447.0,454.0,457.0,459.0,545.2,485.9,548.7,494.8,EBDEDBABDEDDDCBBBEBBDCADCACDADECACDBEBAEBDBBD,DEDECEAAACEDADDAABCADEACEAEACABEEAEBCCBDADECB,99999CBBEAEBBDCDBEBBEBACABAADAADCDCDEABCDCABCBEAAD,AECCCACCDCECBACBBCDABCAADBCDBCACACCAEAACDDABD,1,BDDEDBCACEBCCACDCDDAECAADBDBCEEAEAABEBEBBACED,CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD,CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED,ACEADCEBBDADAAEBBDDEDABADBEXCCCDBCAEEACBCDDAB,1.0,120.0,120.0,120.0,120.0,80.0,560.0,C,B,B,B,3,D,A,C,C,B,A,B,A,B,A,A,A,B,D,B,A,D,A,B,B,B,A
180007308684,2018,2908002,Coaraci,29,BA,27.0,F,1.0,2,1,2913606.0,Ilhéus,29.0,BA,1,9,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2908002,Coaraci,29,BA,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1,,,,,,,,,,,,B,B,A,A,3,B,A,B,C,A,A,B,A,A,A,A,A,A,B,B,A,C,A,A,B,A,A
180010488318,2018,4206504,Guaramirim,42,SC,18.0,F,0.0,1,1,4206504.0,Guaramirim,42.0,SC,2,0,2,1.0,0,42091950.0,4206504.0,Guaramirim,42.0,SC,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4206504,Guaramirim,42,SC,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0,,,,,,,,,,,,C,B,A,A,3,A,A,C,D,B,A,B,B,B,B,B,A,B,C,B,A,D,A,B,B,B,A
180008295081,2018,3550308,São Paulo,35,SP,17.0,F,0.0,1,1,3550308.0,São Paulo,35.0,SP,2,0,1,3.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3550308,São Paulo,35,SP,1.0,1.0,1.0,1.0,450.0,451.0,455.0,461.0,454.3,556.3,496.6,463.7,CADEECEAAACDABCC.BEDABCCEDBEBBDCCBBCCECBACAEC,AECEBEAACBBACDEEDDABABCCBEACDDCBECAAADBDDBBEE,DBDCE99999DDEDAEEBAEDBDDCEDECAECEBEBCDCBEABEEBEEBB,DBECABEDABADDDCACDCDECCDADBABBAEAABACDAEBCDED,0,ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB,CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE,BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA,EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX,1.0,80.0,120.0,100.0,100.0,60.0,460.0,F,F,D,D,5,B,A,B,C,B,C,B,B,B,A,B,A,A,C,B,B,E,B,B,B,B,A
180008932474,2018,3103504,Araguari,31,MG,19.0,F,0.0,3,1,3103504.0,Araguari,31.0,MG,1,2,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3549904,São José dos Campos,35,SP,1.0,1.0,1.0,1.0,448.0,453.0,458.0,460.0,745.2,702.1,693.7,861.1,BCACEABBBDACECBCAADDDEBDBCCDCDCCCADEDCBEAEABE,ECCABEBEDBEDBDDAAECDCABCCDCDEBCECEABAABBDABCE,BCDEB99999ACEABEAACBCBADBBACBCBDCBEABDCEACEDACABAD,ADAECABBCAADCEAEBBDEAADCCCCDACDDAACACCAAEBEDE,0,BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA,ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE,BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED,ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD,1.0,160.0,200.0,180.0,180.0,180.0,900.0,F,E,E,D,3,K,A,C,D,C,A,B,B,B,B,B,A,B,C,A,B,D,A,C,B,A,D
180008827072,2018,3106200,Belo Horizonte,31,MG,23.0,M,0.0,3,1,3106200.0,Belo Horizonte,31.0,MG,1,3,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3106200,Belo Horizonte,31,MG,1.0,1.0,1.0,1.0,450.0,451.0,455.0,461.0,589.5,663.3,599.7,541.1,BBDDECAEBDEBAACABADBCCDEBCCCDCEADDBECAEEABCBB,EACADEDDECBEDCEABCEBEECABEADBAEAECBDEBCAABCEE,BBDEC99999AECBDDBBEDAADEEABEBBACACCDBACABADCADDBEA,DEDAEECEEABEDBDEBDBDEEABBBADBBABCEACCBCDDBCDE,0,ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB,CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE,BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA,EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX,1.0,120.0,120.0,120.0,120.0,160.0,640.0,C,D,B,B,2,C,A,B,C,A,A,B,B,B,B,B,A,A,C,A,B,C,B,B,B,A,B
180013043114,2018,2915205,Itagibá,29,BA,37.0,F,1.0,3,1,2913903.0,Ipiaú,29.0,BA,1,12,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2913903,Ipiaú,29,BA,1.0,1.0,1.0,1.0,449.0,453.0,458.0,462.0,409.1,552.2,545.5,436.8,CEDCEBBDCBCCEAAACACEDEDCACADDABABDACBDAEEBBAB,DBBAAADEEAECBADECACCEABDABEBEBDAAEABDCBBEBCCA,99999DBEDBAEDCDECECADBEBAEECACCCBBACBAADCDEBDAADAD,BEDCDCACDABAEDBEDCCDBECBACBCBDDCBDCCBADDBAACA,1,EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE,ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE,BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED,ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA,1.0,120.0,60.0,60.0,100.0,40.0,380.0,B,B,A,B,4,B,A,B,C,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A
180009429183,2018,3304557,Rio de Janeiro,33,RJ,19.0,M,0.0,2,1,2111300.0,São Luís,21.0,MA,1,2,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3304557,Rio de Janeiro,33,RJ,1.0,1.0,1.0,1.0,450.0,452.0,456.0,461.0,505.5,633.1,637.3,542.1,DBBDECBEADCBCEBDCDDAACCBBDCCDCDAAEEACAEEEBAEA,EEEDECABEACECCDEEDECBDAABEEADECADBEDAACCEDDAB,99999EDBDABCEADACABEDBCADABEDBABADCBDEADDCDDBDCACB,EEEADEBEADBDCDCBAEACDBBDDBCCECAEEAADCDBABAAEC,1,ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB,AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC,BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB,EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX,1.0,140.0,160.0,140.0,160.0,140.0,740.0,E,E,C,B,5,E,A,B,B,A,A,B,A,B,A,B,A,A,B,A,A,E,A,B,B,A,A
180008407896,2018,2913606,Ilhéus,29,BA,25.0,M,0.0,3,1,2913606.0,Ilhéus,29.0,BA,1,1,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2913606,Ilhéus,29,BA,1.0,1.0,1.0,1.0,450.0,453.0,458.0,461.0,458.2,483.7,488.1,526.0,BCBCECBAEDCBAEDCDDBCABCBAADDBDBABCAABCABDABBC,AACADDCCBCADBADACDCACDDADBCDBDBACADBCABABCADB,99999DBACBBCBBDCBBEADBADABBAABCCCECCECDBAACABCACAE,BACBAEDBABDECDDBBCABEBCEBDDEBABDBABADDCBAEBCB,1,ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB,ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE,BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED,EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX,1.0,100.0,160.0,120.0,120.0,140.0,640.0,F,G,D,D,4,G,A,C,D,B,A,B,B,B,A,B,A,B,B,A,B,E,B,B,B,A,A
180007721439,2018,4208906,Jaraguá do Sul,42,SC,22.0,M,0.0,3,1,4208906.0,Jaraguá do Sul,42.0,SC,1,4,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4208906,Jaraguá do Sul,42,SC,1.0,1.0,1.0,1.0,447.0,454.0,457.0,459.0,595.7,621.4,564.8,624.0,ACCDDBCDDEDADEEDCDBACEADDEBBBAAABDDBAAEBBABEE,ADDCAEBAAAAABAEDAEDBEECEEEADCEEAECEBBCBCAADAC,CBDEB99999DCDCCBBEEEEAADABDEDADDBCABDEBCBCBEBBBEED,BEBDDDBEEDCABDEDABCECEAACAEBAEBABBDAEECBCDCAA,0,BDDEDBCACEBCCACDCDDAECAADBDBCEEAEAABEBEBBACED,CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD,CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED,ACEADCEBBDADAAEBBDDEDABADBEXCCCDBCAEEACBCDDAB,1.0,100.0,100.0,120.0,120.0,120.0,560.0,E,E,B,C,3,G,A,B,D,B,B,B,B,B,A,B,A,B,C,A,A,D,A,B,B,A,A
