NU_INSCRICAO,NU_ANO,CO_MUNICIPIO_RESIDENCIA,NO_MUNICIPIO_RESIDENCIA,CO_UF_RESIDENCIA,SG_UF_RESIDENCIA,NU_IDADE,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,CO_MUNICIPIO_NASCIMENTO,NO_MUNICIPIO_NASCIMENTO,CO_UF_NASCIMENTO,SG_UF_NASCIMENTO,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,CO_ESCOLA,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,IN_BAIXA_VISAO,IN_CEGUEIRA,IN_SURDEZ,IN_DEFICIENCIA_AUDITIVA,IN_SURDO_CEGUEIRA,IN_DEFICIENCIA_FISICA,IN_DEFICIENCIA_MENTAL,IN_DEFICIT_ATENCAO,IN_DISLEXIA,IN_DISCALCULIA,IN_AUTISMO,IN_VISAO_MONOCULAR,IN_OUTRA_DEF,IN_GESTANTE,IN_LACTANTE,IN_IDOSO,IN_ESTUDA_CLASSE_HOSPITALAR,IN_SEM_RECURSO,IN_BRAILLE,IN_AMPLIADA_24,IN_AMPLIADA_18,IN_LEDOR,IN_ACESSO,IN_TRANSCRICAO,IN_LIBRAS,IN_LEITURA_LABIAL,IN_MESA_CADEIRA_RODAS,IN_MESA_CADEIRA_SEPARADA,IN_APOIO_PERNA,IN_GUIA_INTERPRETE,IN_COMPUTADOR,IN_CADEIRA_ESPECIAL,IN_CADEIRA_CANHOTO,IN_CADEIRA_ACOLCHOADA,IN_PROVA_DEITADO,IN_MOBILIARIO_OBESO,IN_LAMINA_OVERLAY,IN_PROTETOR_AURICULAR,IN_MEDIDOR_GLICOSE,IN_MAQUINA_BRAILE,IN_SOROBAN,IN_MARCA_PASSO,IN_SONDA,IN_MEDICAMENTOS,IN_SALA_INDIVIDUAL,IN_SALA_ESPECIAL,IN_SALA_ACOMPANHANTE,IN_MOBILIARIO_ESPECIFICO,IN_MATERIAL_ESPECIFICO,IN_NOME_SOCIAL,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TX_RESPOSTAS_CN,TX_RESPOSTAS_CH,TX_RESPOSTAS_LC,TX_RESPOSTAS_MT,TP_LINGUA,TX_GABARITO_CN,TX_GABARITO_CH,TX_GABARITO_LC,TX_GABARITO_MT,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025,Q026,Q027
180013481322,2018,2927408,Salvador,29,BA,46.0,M,0.0,2,1,2908309.0,Conceição do Almeida,29.0,BA,1,12,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2927408,Salvador,29,BA,1.0,1.0,1.0,1.0,450.0,451.0,455.0,461.0,501.1,578.3,349.8,568.1,BCDCECACEDCAEDBDCBCEAEEEABCDDDEEBEDECADCDBEEE,ADCEBBABDEBADDEEBEDEEECABBAEEAEACEADECCDAAADB,BDAED99999CADECDCEEABBACDEEADBBDAAADCBDADECCBBAEEB,CDBAAEBECBCBECDBBAEDEB*CCADDDABDABDAEBCDABCEC,0,ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB,CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE,BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA,EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX,1.0,120.0,100.0,80.0,80.0,80.0,460.0,C,C,B,B,6,C,A,B,D,A,A,B,A,B,A,B,A,A,B,A,A,C,B,B,B,A,A
180013800382,2018,3205069,Venda Nova do Imigrante,32,ES,51.0,F,1.0,1,1,3101102.0,Aimorés,31.0,MG,1,12,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3205069,Venda Nova do Imigrante,32,ES,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1,,,,,,,,,,,,C,C,A,A,2,H,A,C,C,B,A,B,A,B,A,B,A,A,B,B,B,C,A,B,B,A,A
180010316955,2018,4202008,Balneário Camboriú,42,SC,18.0,F,0.0,1,1,4203204.0,Camboriú,42.0,SC,1,1,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4202008,Balneário Camboriú,42,SC,1.0,1.0,1.0,1.0,450.0,451.0,455.0,461.0,535.6,682.6,647.3,515.6,BABABCBBEABEABDCBABEBEBDBBBEDCAABDEBBACEACDEE,AACDCBDDECCEBEEDBEEABBBABEBEDAEAECBDAACAABCEA,BBDCC99999CDCBABDBACACEDCBBAADBCAAEDBBCCBCDEBEBABA,CABAABECBADCCCAABBEEEACDBEDCBAAEAACBCADBAADEE,0,ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB,CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE,BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA,EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX,1.0,160.0,180.0,160.0,140.0,160.0,800.0,H,D,C,B,2,F,A,B,C,A,A,B,B,B,A,B,A,A,C,A,A,B,A,B,B,A,A
180008729260,2018,2105302,Imperatriz,21,MA,40.0,F,1.0,3,1,2101608.0,Barra do Corda,21.0,MA,1,12,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2105302,Imperatriz,21,MA,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1,,,,,,,,,,,,A,A,F,A,4,C,A,B,C,A,B,B,A,B,A,A,A,A,B,B,A,D,A,A,B,A,A
180012342171,2018,4306007,Crissiumal,43,RS,24.0,F,0.0,1,1,4306007.0,Crissiumal,43.0,RS,1,6,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4321907,Três Passos,43,RS,1.0,1.0,1.0,1.0,449.0,451.0,455.0,462.0,464.0,537.5,403.0,489.6,BEEEBDABCAECBDCCCDCEEEBEEBBBDABBCBEADAEBDAE.D,BDCABBEBDDBADCBEBEDADDCCDECCDCECCACCCCAECDBDB,99999DCEBDDABCDBCCDDBBBECDCABCDBAEAEADBBDBCEBBBCCB,CAADCCCBCEDBDCADABAADEACBBEDDCEBAADCCDBCCACCA,1,EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE,CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE,BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA,ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA,1.0,120.0,40.0,40.0,140.0,20.0,360.0,H,G,F,D,1,A,A,B,B,A,A,B,A,B,A,B,A,A,B,B,A,B,A,B,B,A,A
180012395028,2018,4317202,Santa Rosa,43,RS,30.0,F,1.0,1,1,4300307.0,Alecrim,43.0,RS,1,12,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4317202,Santa Rosa,43,RS,1.0,1.0,1.0,1.0,448.0,454.0,457.0,460.0,576.2,654.9,635.8,652.5,ACADECCAEDBBBCBBAABACCEDDACAEDCBCCBEAADCAECBE,CEBCAABBDACEBEEDAEBBDDEBEE.BCEAEDEECCCDDABDAC,99999EBDCDDCADEBBBBDEAECBBEADACDCCBCCBBBECADAEEEDD,ACDCAEABCBAEDEEDABDEBBDBCCCBAEDCCBDCABBAEEACA,1,BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA,CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD,CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED,ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD,1.0,180.0,100.0,120.0,140.0,100.0,640.0,E,E,D,B,4,I,A,C,E,B,A,B,A,B,B,B,A,B,C,A,B,C,A,B,B,A,A
180012543279,2018,2925303,Porto Seguro,29,BA,18.0,M,0.0,5,1,2911808.0,Guaratinga,29.0,BA,1,1,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2925303,Porto Seguro,29,BA,1.0,1.0,1.0,1.0,449.0,453.0,458.0,462.0,563.2,540.6,463.8,524.9,ECDCABBBCDEBBADBBAEDBABAEAEADDBACBEEBEBBECDCE,EDDADBCEDAECCBDEAECDCEAAADCCAACDAEBDECEAABDEE,99999EBCABEBBBCECBECDEBDDDCEDDECEAADDBBCABEDEBAAAD,BDDEDCACBCDDEBBDADBCCCABDEBDBCDEDAEACCCDEACAB,1,EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE,ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE,BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED,ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA,1.0,100.0,40.0,40.0,120.0,40.0,340.0,D,G,D,D,3,B,A,B,C,B,A,B,A,A,A,B,A,A,B,A,A,B,A,A,A,A,A
180007553214,2018,1501907,Bujaru,15,PA,39.0,F,0.0,3,1,1501907.0,Bujaru,15.0,PA,1,12,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1501907,Bujaru,15,PA,1.0,1.0,1.0,1.0,449.0,453.0,458.0,462.0,450.0,577.6,527.0,468.6,EEACBBAACCEDCDBBBDEDDEECEDDCDBAEDCEEEDCCEDEBA,EDCDDBDCDCADBEBBCDBDEEDCACACEDEEAEDAEDBBDCDAD,99999EDEBEBDAECACEEBDEEDAEECCCAADCBEBADDDAECECABED,ABDDEEDACDDBBEADBBACCEABDCCDEBEBDEDADBEDBEEAC,1,EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE,ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE,BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED,ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA,1.0,120.0,120.0,120.0,80.0,120.0,560.0,B,E,A,A,3,B,A,A,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A
180007188768,2018,4108304,Foz do Iguaçu,41,PR,20.0,F,0.0,1,1,4106902.0,Curitiba,41.0,PR,2,0,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4108304,Foz do Iguaçu,41,PR,1.0,1.0,1.0,1.0,450.0,453.0,458.0,461.0,521.1,604.9,532.0,535.2,DADEBCAEAACECDAABEDDBADDBCCEBBDADABCCACEACCAD,ECEADBEEDADCBCAAADCDEDACEABEADEEAEDCABBAABACB,BCCBB99999ABBDBEEACCBCEDECEEECEDCCEABCBAAACAABABAE,ADCDEEDBAEBDCCEDACDBDECBBDDDBABBCABDDDABAAABA,0,ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB,ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE,BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED,EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX,1.0,120.0,120.0,120.0,120.0,80.0,560.0,G,G,D,D,3,G,A,B,C,B,A,B,A,B,A,A,A,B,C,A,A,D,B,B,B,B,A
180012926571,2018,3526100,Juquiá,35,SP,17.0,F,0.0,1,1,3542602.0,Registro,35.0,SP,2,0,2,1.0,0,35034903.0,3526100.0,Juquiá,35.0,SP,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3529906,Miracatu,35,SP,1.0,1.0,1.0,1.0,447.0,453.0,458.0,459.0,403.0,565.5,527.5,515.0,ADCDEAAADBDDDDCABCBDCBBCCCEEBCACCCCEECDEBBBBC,EBCADBEADBECDADBADBEABEDCEBCEACABEACDBBDEEAAD,99999DDBABDCCAECECDCCCEDADAABBBDDDBBEDDCADCDECABAD,DBADDACAEBDCEABEEBDEADEAEDDCDEADADEDEEEDDDECD,1,BDDEDBCACEBCCACDCDDAECAADBDBCEEAEAABEBEBBACED,ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE,BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED,ACEADCEBBDADAAEBBDDEDABADBEXCCCDBCAEEACBCDDAB,1.0,100.0,100.0,100.0,100.0,0.0,400.0,F,G,D,D,4,G,A,C,D,B,A,B,A,B,A,B,A,A,A,A,A,D,B,B,B,B,A
180010286773,2018,3201308,Cariacica,32,ES,28.0,M,0.0,3,1,3205200.0,Vila Velha,32.0,ES,1,8,1,3.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3201308,Cariacica,32,ES,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0,,,,,,,,,,,,B,B,C,F,7,I,A,C,E,B,C,B,B,A,A,B,A,A,D,A,A,E,A,A,B,A,A
180009414685,2018,5300108,Brasília,53,DF,17.0,M,0.0,3,1,5300108.0,Brasília,53.0,DF,2,0,2,1.0,0,53015495.0,5300108.0,Brasília,53.0,DF,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5300108,Brasília,53,DF,1.0,1.0,1.0,1.0,449.0,451.0,455.0,462.0,598.7,656.5,546.0,592.6,AEEEDBCDDCEBBCAACAEDBCECECADCBBACBEEBCBDDBACE,CDCDDBDAEDBEBCEABEEECDDEBBDEDCEECCBAEDCAABCDE,99999BECDBEDCEDCECABDBDDBDEEBBACAEEDEBBCCCDEBEAABA,EDCBEEEDCABDABABABCCEEBDCEDDBAEDABBBEAECADDCE,1,EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE,CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE,BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA,ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA,1.0,120.0,120.0,120.0,120.0,80.0,560.0,F,F,F,F,3,L,A,B,C,B,A,B,A,B,A,B,A,A,B,A,B,C,A,B,B,B,A
180012634670,2018,5211909,Jataí,52,GO,26.0,M,0.0,4,1,5211909.0,Jataí,52.0,GO,1,8,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5211909,Jataí,52,GO,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1,,,,,,,,,,,,E,E,D,B,4,C,A,C,D,A,B,B,A,B,A,B,A,A,B,B,A,C,A,A,A,A,A
180011406279,2018,3136702,Juiz de Fora,31,MG,20.0,M,0.0,2,1,3136702.0,Juiz de Fora,31.0,MG,1,1,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3136702,Juiz de Fora,31,MG,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1,,,,,,,,,,,,C,C,B,B,2,G,A,C,C,C,B,B,A,B,A,A,A,B,C,B,A,C,B,B,B,A,A
180011313952,2018,5100359,Alto Boa Vista,51,MT,18.0,F,0.0,3,1,5107859.0,São Félix do Araguaia,51.0,MT,2,0,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5103353,Confresa,51,MT,1.0,1.0,1.0,1.0,450.0,452.0,456.0,461.0,581.0,598.3,575.6,507.7,ABCCAABEEDEBECCCBCBACADAACDEBADABBCBCACEAAECD,ABDADCEBDAAABAEEABEABDAAAECADECCAEDDAECDECEAE,99999CBEDBBBEAEECBADDBEAEABACCCDBEBABEDCAEEDDDCEAE,EDEAADDEABABCEDDBDEBEBCECDDCDEBBBACCEDADCCCCA,1,ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB,AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC,BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB,EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX,1.0,160.0,120.0,140.0,120.0,140.0,680.0,C,D,B,A,4,A,A,B,C,A,B,B,A,A,A,A,A,A,B,A,A,B,A,B,B,B,A
180011441319,2018,2111300,São Luís,21,MA,27.0,M,0.0,3,1,2111300.0,São Luís,21.0,MA,1,7,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2111300,São Luís,21,MA,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1,,,,,,,,,,,,B,E,B,B,5,B,A,B,C,A,A,B,A,A,A,A,A,A,A,A,A,C,A,A,A,A,A
180008135314,2018,3550308,São Paulo,35,SP,20.0,F,0.0,3,1,2311009.0,Poranga,23.0,CE,1,2,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3550308,São Paulo,35,SP,1.0,1.0,1.0,1.0,449.0,453.0,458.0,462.0,447.3,528.1,549.1,500.9,DCDBDBCBEABCBEBABEECBEBCCDEDCBDCACDBECABDCBCE,EBBCDCDEAAEBBBADACBBCABBEBADADADDEBABACEDEDEC,99999DECBBDBDBDECAABAAEDBDEDECBDCBBDBAEBBDEBAAAADE,CDBDAADCCBBDCABDAABDBBCBBDEBBECBCECCDBABDBBAD,1,EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE,ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE,BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED,ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA,1.0,100.0,120.0,120.0,120.0,40.0,500.0,B,C,A,A,4,C,A,B,C,A,A,B,A,A,A,A,A,A,B,B,A,D,A,B,B,A,A
180007681989,2018,3301702,Duque de Caxias,33,RJ,21.0,M,0.0,3,1,3304557.0,Rio de Janeiro,33.0,RJ,2,0,2,3.0,0,33048274.0,3301702.0,Duque de Caxias,33.0,RJ,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3301702,Duque de Caxias,33,RJ,1.0,1.0,1.0,1.0,447.0,452.0,456.0,459.0,521.5,422.2,487.0,437.3,BCBCADCADEDBDDCDEEBCCDBCBECDCEBCDBABCDDCBECBA,CECDEECACAEDBECDDAEBDBCCECDBADEADDCBBDCDBDECC,99999EDCBCDBBCDECADEBCDDABBACBEDBAABCDDBBCBBBDADBC,BBCABDBCDECADCEBCDDBBCAACADBEDACEECCCDDBACBDC,1,BDDEDBCACEBCCACDCDDAECAADBDBCEEAEAABEBEBBACED,AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC,BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB,ACEADCEBBDADAAEBBDDEDABADBEXCCCDBCAEEACBCDDAB,1.0,100.0,60.0,60.0,80.0,40.0,340.0,F,C,C,B,4,C,A,C,D,A,A,B,B,B,A,B,A,A,B,B,A,D,B,B,B,B,B
180011217196,2018,5208707,Goiânia,52,GO,31.0,F,0.0,3,1,5208707.0,Goiânia,52.0,GO,1,11,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5208707,Goiânia,52,GO,1.0,1.0,1.0,1.0,450.0,453.0,458.0,461.0,455.6,560.9,570.1,570.5,BACDECBDECEEDDADDACEBDCCBBBAEABACEEBDCAADBCAE,ECBDBEEADAEDBEBCEACCCDBAEECBDAEBAACEDEABBBCDA,99999DBEBBACDCBEBBCCCBDAAEECADBDDCEBAAEDBABDBCACCE,ECAAEEADDDABBECDCBCBDDBABBEDEABCCAAEDAEEBCDEB,1,ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB,ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE,BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED,EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX,1.0,100.0,120.0,120.0,80.0,80.0,500.0,H,H,F,F,1,B,A,B,B,A,A,B,A,A,A,A,A,A,A,A,A,B,A,B,B,A,A
180009077750,2018,4125506,São José dos Pinhais,41,PR,23.0,M,0.0,3,1,4125506.0,São José dos Pinhais,41.0,PR,1,5,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4125506,São José dos Pinhais,41,PR,1.0,1.0,1.0,1.0,450.0,454.0,457.0,461.0,513.8,400.5,424.7,515.0,BBBAEEBEAACEADDCBCCBEEDDDCCCBEEAECBCBECCCDCCE,CBCDECDEABADCBDBEDAEAEAEABDCCDBCDBBABEABCACAB,99999ACCEDCDBAEDCEBCABBCDBCBDCCECBCEBDBDBDBCADDACB,CDBCCACBCBCBDCABBCACBDAECBDCCBCBAAABCABCCACBC,1,ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB,CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD,CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED,EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX,1.0,100.0,40.0,40.0,100.0,40.0,320.0,C,E,C,C,4,G,A,B,D,B,A,B,A,B,A,B,A,B,D,B,B,D,B,A,B,A,A
180008196355,2018,2500908,Arara,25,PB,20.0,F,0.0,3,1,2506004.0,Esperança,25.0,PB,1,2,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2512705,Remígio,25,PB,0.0,1.0,1.0,0.0,,453.0,458.0,,,520.0,541.5,,,CAACDBCEBAABBEACECBBDAACAABEEDBAAECCAACABEDCD,99999DCCABBCDABACAEADCEDBBECBADDCABBBDDBAEDBADBBAD,,1,,ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE,BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED,,1.0,140.0,40.0,40.0,100.0,40.0,360.0,A,A,A,A,6,B,A,C,C,A,B,B,A,A,A,A,A,A,B,B,A,B,A,A,A,A,A
180007904655,2018,2918209,Jiquiriçá,29,BA,23.0,F,1.0,1,1,2932101.0,Ubaíra,29.0,BA,1,4,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2918209,Jiquiriçá,29,BA,1.0,1.0,1.0,1.0,448.0,451.0,455.0,460.0,468.6,564.7,459.4,420.6,CCDEAEBEECABBDCBAECCDCCDEACDBADCCACBAEADEAACE,BCCDCBDBECEAAEAADEBCECBACADADACCDDAEEAAADBBEE,99999EAAEBAEDEACECBBDBDDBACADBBAEEABCBACEABEBEAABC,BCEAABADBCBAAEBEDEACECADBEAAACCEADEEEEBDDACBC,1,BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA,CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE,BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA,ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD,1.0,100.0,140.0,120.0,120.0,100.0,580.0,B,C,A,A,5,C,A,B,C,A,B,B,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A
